14012 0.0  ASP --> ing
2 0.0  RB --> directly
2 0.0  RB --> dolly
2 0.0  RB --> doubly
2 0.0  RB --> downtown
2 0.0  RB --> extra
2 0.0  RB --> fairly
2 0.0  RB --> forwards
2 0.0  RB --> funny
2 0.0  RB --> half
2 0.0  RB --> how
2 0.0  RB --> incredibly
2 0.0  RB --> lot
2 0.0  RB --> morning
2 0.0  RB --> obviously
2 0.0  RB --> past
2 0.0  RB --> patiently
2 0.0  RB --> perfectly
2 0.0  RB --> practically
2 0.0  RB --> prolly
2 0.0  RB --> soft
2 0.0  RB --> somehow
2 0.0  RB --> terribly
2 0.0  RB --> underneath
2 0.0  RB --> unsewn
2 0.0  RB --> wide
2 0.0  RB --> wrong
1 0.0  RB --> aloud
1 0.0  RB --> although
1 0.0  RB --> anytime
1 0.0  RB --> barefoot
1 0.0  RB --> basically
1 0.0  RB --> best
1 0.0  RB --> between
1 0.0  RB --> by
1 0.0  RB --> closely
1 0.0  RB --> correctly
1 0.0  RB --> da
1 0.0  RB --> dag
1 0.0  RB --> darn
1 0.0  RB --> dear
1 0.0  RB --> deep
1 0.0  RB --> differently
1 0.0  RB --> each
1 0.0  RB --> easier
1 0.0  RB --> elsewhere
1 0.0  RB --> equally
1 0.0  RB --> every
1 0.0  RB --> everyday
1 0.0  RB --> evidently
1 0.0  RB --> farther
1 0.0  RB --> freely
1 0.0  RB --> front
1 0.0  RB --> frontward
1 0.0  RB --> generally
1 0.0  RB --> gentle
1 0.0  RB --> gradually
1 0.0  RB --> greatly
1 0.0  RB --> haha
1 0.0  RB --> halfway
1 0.0  RB --> happily
1 0.0  RB --> haywire
1 0.0  RB --> hedgehog
1 0.0  RB --> her
1 0.0  RB --> hi
1 0.0  RB --> hm
1 0.0  RB --> however
1 0.0  RB --> indoors
1 0.0  RB --> informally
1 0.0  RB --> interchangeably
1 0.0  RB --> intravenously
1 0.0  RB --> kindly
1 0.0  RB --> least
1 0.0  RB --> light
1 0.0  RB --> likely
1 0.0  RB --> meantime
1 0.0  RB --> meanwhile
1 0.0  RB --> mentally
1 0.0  RB --> mighty
1 0.0  RB --> mushy
1 0.0  RB --> near
1 0.0  RB --> nearby
1 0.0  RB --> nearly
1 0.0  RB --> neat
1 0.0  RB --> north
1 0.0  RB --> op
1 0.0  RB --> outdoors
1 0.0  RB --> overnight
1 0.0  RB --> partly
1 0.0  RB --> period
1 0.0  RB --> plus
1 0.0  RB --> politely
1 0.0  RB --> purposely
1 0.0  RB --> rapidly
1 0.0  RB --> ready
1 0.0  RB --> remarkably
1 0.0  RB --> rid
1 0.0  RB --> safely
1 0.0  RB --> seldom
1 0.0  RB --> shortly
1 0.0  RB --> side
1 0.0  RB --> simply
1 0.0  RB --> since
1 0.0  RB --> sincerely
1 0.0  RB --> softly
1 0.0  RB --> someplace
1 0.0  RB --> sooner
1 0.0  RB --> sorely
1 0.0  RB --> sorry
1 0.0  RB --> soundly
1 0.0  RB --> south
1 0.0  RB --> specially
1 0.0  RB --> strong
1 0.0  RB --> suddenly
1 0.0  RB --> surely
1 0.0  RB --> than
1 0.0  RB --> top
1 0.0  RB --> totally
1 0.0  RB --> uhoh
1 0.0  RB --> unbelievably
1 0.0  RB --> unfortunately
1 0.0  RB --> where
1 0.0  RB --> yay
1 0.0  RB --> yo
143 0.0  RBR --> better
140 0.0  RBR --> more
9 0.0  RBR --> louder
8 0.0  RBR --> closer
8 0.0  RBR --> later
7 0.0  RBR --> earlier
7 0.0  RBR --> harder
6 0.0  RBR --> further
4 0.0  RBR --> farther
4 0.0  RBR --> faster
3 0.0  RBR --> higher
3 0.0  RBR --> longer
2 0.0  RBR --> slower
1 0.0  RBR --> best
1 0.0  RBR --> sooner
1 0.0  RBR --> straighter
1 0.0  RBR --> wider
1 0.0  RBR --> worse
19 0.0  RBS --> best
6 0.0  RBS --> least
6 0.0  RBS --> most
2 0.0  RBS --> farthest
1 0.0  RBS --> latest
1351 0.0  RP --> up
911 0.0  RP --> on
897 0.0  RP --> out
619 0.0  RP --> off
605 0.0  RP --> down
408 0.0  RP --> back
310 0.0  RP --> away
296 0.0  RP --> in
147 0.0  RP --> over
89 0.0  RP --> around
44 0.0  RP --> together
30 0.0  RP --> alone
14 0.0  RP --> apart
11 0.0  RP --> along
9 0.0  RP --> open
8 0.0  RP --> by
7 0.0  RP --> home
3 0.0  RP --> there
2 0.0  RP --> through
1 0.0  RP --> about
1 0.0  RP --> ahead
1 0.0  RP --> aside
1 0.0  RP --> behind
1 0.0  RP --> done
1 0.0  RP --> for
1 0.0  RP --> forward
1 0.0  RP --> full
1 0.0  RP --> now
1 0.0  RP --> round
1 0.0  RP --> shut
1 0.0  RP --> ups
1 0.0  RP --> way
1 0.0  RP --> with
4187 0.0  T --> ed
7393 0.0  TO --> to
234 0.0  TO --> ta
20 0.0  TO --> a
8 0.0  TO --> na
6271 0.0  UH --> oh
3508 0.0  UH --> no
2415 0.0  UH --> yeah
1450 0.0  UH --> yes
1172 0.0  UH --> well
787 0.0  UH --> huh
546 0.0  UH --> please
396 0.0  UH --> okay
351 0.0  UH --> hey
334 0.0  UH --> ah
275 0.0  UH --> hi
198 0.0  UH --> hello
177 0.0  UH --> here
132 0.0  UH --> bang
127 0.0  UH --> mm
120 0.0  UH --> uhoh
104 0.0  UH --> uhhuh
99 0.0  UH --> there
90 0.0  UH --> alright
61 0.0  UH --> yay
61 0.0  UH --> yep
57 0.0  UH --> boom
57 0.0  UH --> wow
56 0.0  UH --> so
48 0.0  UH --> uhuh
45 0.0  UH --> bye
45 0.0  UH --> whoa
42 0.0  UH --> mhm
39 0.0  UH --> boy
38 0.0  UH --> whoops
37 0.0  UH --> yup
35 0.0  UH --> boop
34 0.0  UH --> hm
34 0.0  UH --> nope
32 0.0  UH --> oops
31 0.0  UH --> gee
30 0.0  UH --> quack
29 0.0  UH --> oop
27 0.0  UH --> ooh
25 0.0  UH --> boo
24 0.0  UH --> hop
23 0.0  UH --> ho
22 0.0  UH --> byebye
20 0.0  UH --> yum
18 0.0  UH --> right
17 0.0  UH --> now
17 0.0  UH --> thanks
16 0.0  UH --> doo
16 0.0  UH --> eh
16 0.0  UH --> ow
15 0.0  UH --> dear
14 0.0  UH --> ding
14 0.0  UH --> moo
14 0.0  UH --> whee
14 0.0  UH --> yuck
13 0.0  UH --> baa
13 0.0  UH --> gobble
13 0.0  UH --> peekaboo
13 0.0  UH --> whoop
12 0.0  UH --> haha
12 0.0  UH --> sorry
12 0.0  UH --> squeak
11 0.0  UH --> awoh
11 0.0  UH --> shh
10 0.0  UH --> goodbye
10 0.0  UH --> man
10 0.0  UH --> my
10 0.0  UH --> op
9 0.0  UH --> meow
9 0.0  UH --> nah
9 0.0  UH --> oink
8 0.0  UH --> babye
8 0.0  UH --> crash
8 0.0  UH --> ruff
8 0.0  UH --> ssh
8 0.0  UH --> sure
7 0.0  UH --> cough
7 0.0  UH --> goodness
7 0.0  UH --> hee
7 0.0  UH --> hehe
7 0.0  UH --> like
7 0.0  UH --> num
7 0.0  UH --> nyum
7 0.0  UH --> owie
7 0.0  UH --> ring
7 0.0  UH --> toot
7 0.0  UH --> vroom
6 0.0  UH --> hoo
6 0.0  UH --> knock
6 0.0  UH --> pop
6 0.0  UH --> shoo
6 0.0  UH --> tweet
6 0.0  UH --> woo
6 0.0  UH --> yoohoo
5 0.0  UH --> cricket
5 0.0  UH --> gosh
5 0.0  UH --> heh
5 0.0  UH --> kaboom
5 0.0  UH --> la
5 0.0  UH --> say
5 0.0  UH --> ta
5 0.0  UH --> then
5 0.0  UH --> whoo
5 0.0  UH --> xxx
5 0.0  UH --> zoom
4 0.0  UH --> ay
4 0.0  UH --> beep
4 0.0  UH --> bow
4 0.0  UH --> cluck
4 0.0  UH --> dong
4 0.0  UH --> doop
4 0.0  UH --> good
4 0.0  UH --> hahaha
4 0.0  UH --> nay
4 0.0  UH --> ouch
4 0.0  UH --> pbth
4 0.0  UH --> squish
4 0.0  UH --> tickle
4 0.0  UH --> trot
4 0.0  UH --> woof
4 0.0  UH --> yah
4 0.0  UH --> zzz
3 0.0  UH --> ababye
3 0.0  UH --> achoo
3 0.0  UH --> amen
3 0.0  UH --> ba
3 0.0  UH --> chug
3 0.0  UH --> daddy
3 0.0  UH --> dom
3 0.0  UH --> flap
3 0.0  UH --> fuss
3 0.0  UH --> galumph
3 0.0  UH --> hiss
3 0.0  UH --> hopbang
3 0.0  UH --> koop
3 0.0  UH --> lookit
3 0.0  UH --> mkay
3 0.0  UH --> mmkay
3 0.0  UH --> oo
3 0.0  UH --> puff
3 0.0  UH --> really
3 0.0  UH --> shoot
3 0.0  UH --> splash
3 0.0  UH --> squelsh
3 0.0  UH --> sweetie
3 0.0  UH --> voom
3 0.0  UH --> wee
3 0.0  UH --> whiz
3 0.0  UH --> woah
3 0.0  UH --> yucky
3 0.0  UH --> zoop
2 0.0  UH --> actually
2 0.0  UH --> bjj
2 0.0  UH --> bleh
2 0.0  UH --> blum
2 0.0  UH --> boing
2 0.0  UH --> bonk
2 0.0  UH --> bravo
2 0.0  UH --> bump
2 0.0  UH --> bumpety
2 0.0  UH --> buzz
2 0.0  UH --> cha_cha_cha
2 0.0  UH --> chgchg
2 0.0  UH --> cock_a_doodle_doo
2 0.0  UH --> cow
2 0.0  UH --> da_da
2 0.0  UH --> daboo
2 0.0  UH --> diddle
2 0.0  UH --> dingalingaling
2 0.0  UH --> doom
2 0.0  UH --> eee
2 0.0  UH --> eeyaeeyayo
2 0.0  UH --> ew
2 0.0  UH --> gallop
2 0.0  UH --> giddy_up
2 0.0  UH --> golly
2 0.0  UH --> hehehe
2 0.0  UH --> hooray
2 0.0  UH --> hum
2 0.0  UH --> indeed
2 0.0  UH --> look
2 0.0  UH --> nanoo
2 0.0  UH --> neerow
2 0.0  UH --> neigh
2 0.0  UH --> oh_goodness
2 0.0  UH --> ooboo
2 0.0  UH --> oof
2 0.0  UH --> ouchie
2 0.0  UH --> peep
2 0.0  UH --> rarr
2 0.0  UH --> ribbit
2 0.0  UH --> rmm
2 0.0  UH --> rowr
2 0.0  UH --> sagwa
2 0.0  UH --> sniff
2 0.0  UH --> squishy
2 0.0  UH --> strum
2 0.0  UH --> though
2 0.0  UH --> ticktock
2 0.0  UH --> trotititrot
2 0.0  UH --> tsk
2 0.0  UH --> why
2 0.0  UH --> ya
2 0.0  UH --> yo
2 0.0  UH --> youch
2 0.0  UH --> zam
2 0.0  UH --> zoo
1 0.0  UH --> 's
1 0.0  UH --> abl
1 0.0  UH --> aboobooboobooboo
1 0.0  UH --> abootibootiboo
1 0.0  UH --> ahhah
1 0.0  UH --> alra
1 0.0  UH --> atweet
1 0.0  UH --> aw
1 0.0  UH --> baba
1 0.0  UH --> baboom
1 0.0  UH --> behold
1 0.0  UH --> bhoo
1 0.0  UH --> bih
1 0.0  UH --> bingo
1 0.0  UH --> blah
1 0.0  UH --> blech
1 0.0  UH --> bluh
1 0.0  UH --> bo
1 0.0  UH --> bopbobop
1 0.0  UH --> bowwow
1 0.0  UH --> bumbada
1 0.0  UH --> buoydi
1 0.0  UH --> bwa
1 0.0  UH --> bzbzbz
1 0.0  UH --> chg
1 0.0  UH --> clippity
1 0.0  UH --> cloppity
1 0.0  UH --> clump
1 0.0  UH --> crap
1 0.0  UH --> damn
1 0.0  UH --> dingdong
1 0.0  UH --> dodo
1 0.0  UH --> dododo
1 0.0  UH --> dododododo
1 0.0  UH --> ee_yay_ee_yay_oh
1 0.0  UH --> eng
1 0.0  UH --> fine
1 0.0  UH --> giddyup
1 0.0  UH --> god
1 0.0  UH --> goody
1 0.0  UH --> gotcha
1 0.0  UH --> hmmhmmhmmhmmhmmhmm
1 0.0  UH --> hmmts
1 0.0  UH --> hoho
1 0.0  UH --> hohohoho
1 0.0  UH --> holy
1 0.0  UH --> honey
1 0.0  UH --> huhoh
1 0.0  UH --> hunhunh
1 0.0  UH --> iiy
1 0.0  UH --> jeez
1 0.0  UH --> joijoiyoiyoyoyoyoyoyoyoyoyoyoyoyoyo
1 0.0  UH --> joseph
1 0.0  UH --> khkhkhkhkh
1 0.0  UH --> kho
1 0.0  UH --> khuh
1 0.0  UH --> khuhkhuhkhuk
1 0.0  UH --> lo
1 0.0  UH --> lumppity
1 0.0  UH --> maam
1 0.0  UH --> mmuhmm
1 0.0  UH --> mmwah
1 0.0  UH --> muedap
1 0.0  UH --> nchoo
1 0.0  UH --> neighehehe
1 0.0  UH --> nuh
1 0.0  UH --> ohohoh
1 0.0  UH --> ohohoho
1 0.0  UH --> oopsala
1 0.0  UH --> oopsie
1 0.0  UH --> oy
1 0.0  UH --> oyoyoyoyoyoyoyoy
1 0.0  UH --> pbthpbthpbth
1 0.0  UH --> pfuhh
1 0.0  UH --> pie
1 0.0  UH --> presto
1 0.0  UH --> psst
1 0.0  UH --> rats
1 0.0  UH --> rearr
1 0.0  UH --> roar
1 0.0  UH --> rrrr
1 0.0  UH --> rum
1 0.0  UH --> rumppity
1 0.0  UH --> sakes
1 0.0  UH --> see
1 0.0  UH --> shah
1 0.0  UH --> shush
1 0.0  UH --> silliness
1 0.0  UH --> sir
1 0.0  UH --> smokes
1 0.0  UH --> snap
1 0.0  UH --> snort
1 0.0  UH --> surprise
1 0.0  UH --> tee
1 0.0  UH --> thank
1 0.0  UH --> that
1 0.0  UH --> theo
1 0.0  UH --> ting
1 0.0  UH --> too
1 0.0  UH --> tootaloo
1 0.0  UH --> ububububububub
1 0.0  UH --> ugabugabugabuga
1 0.0  UH --> ugh
1 0.0  UH --> uh
1 0.0  UH --> umf
1 0.0  UH --> ummhm
1 0.0  UH --> umumum
1 0.0  UH --> umyumyumyumyumyumyum
1 0.0  UH --> unh
1 0.0  UH --> ups
1 0.0  UH --> upubububububub
1 0.0  UH --> uzzybuzzybuzz
1 0.0  UH --> voop
1 0.0  UH --> welp
1 0.0  UH --> whack
1 0.0  UH --> whshoo
1 0.0  UH --> whu
1 0.0  UH --> woawoawoah
1 0.0  UH --> wooao
1 0.0  UH --> woosh
1 0.0  UH --> wshew
1 0.0  UH --> wup
1 0.0  UH --> yububububububububu
1 0.0  UH --> yucka
5529 0.0  VB --> go
4949 0.0  VB --> do
3731 0.0  VB --> see
3135 0.0  VB --> have
2981 0.0  VB --> put
2949 0.0  VB --> get
2882 0.0  VB --> look
2408 0.0  VB --> let
2263 0.0  VB --> come
2259 0.0  VB --> know
2115 0.0  VB --> want
2028 0.0  VB --> think
1933 0.0  VB --> like
1666 0.0  VB --> eat
1647 0.0  VB --> make
1619 0.0  VB --> say
1258 0.0  VB --> take
1255 0.0  VB --> play
1173 0.0  VB --> tell
965 0.0  VB --> give
895 0.0  VB --> happen
752 0.0  VB --> sit
671 0.0  VB --> remember
639 0.0  VB --> show
624 0.0  VB --> call
579 0.0  VB --> try
517 0.0  VB --> find
517 0.0  VB --> need
513 0.0  VB --> talk
502 0.0  VB --> hold
463 0.0  VB --> thank
431 0.0  VB --> bring
386 0.0  VB --> sleep
379 0.0  VB --> wear
370 0.0  VB --> watch
365 0.0  VB --> read
361 0.0  VB --> turn
358 0.0  VB --> use
344 0.0  VB --> mean
341 0.0  VB --> wait
340 0.0  VB --> drink
327 0.0  VB --> finish
327 0.0  VB --> write
312 0.0  VB --> ask
302 0.0  VB --> fix
299 0.0  VB --> fall
297 0.0  VB --> open
283 0.0  VB --> pull
281 0.0  VB --> help
280 0.0  VB --> push
275 0.0  VB --> draw
274 0.0  VB --> pick
267 0.0  VB --> keep
257 0.0  VB --> cry
247 0.0  VB --> hear
247 0.0  VB --> stand
246 0.0  VB --> work
244 0.0  VB --> hurt
243 0.0  VB --> buy
241 0.0  VB --> stay
235 0.0  VB --> move
229 0.0  VB --> break
225 0.0  VB --> throw
222 0.0  VB --> leave
218 0.0  VB --> stop
211 0.0  VB --> sing
208 0.0  VB --> got
206 0.0  VB --> feed
206 0.0  VB --> fit
205 0.0  VB --> cut
204 0.0  VB --> jump
199 0.0  VB --> start
196 0.0  VB --> wash
191 0.0  VB --> 's
189 0.0  VB --> blow
188 0.0  VB --> ride
188 0.0  VB --> walk
186 0.0  VB --> tir
181 0.0  VB --> touch
177 0.0  VB --> run
176 0.0  VB --> build
172 0.0  VB --> feel
163 0.0  VB --> miss
159 0.0  VB --> cook
159 0.0  VB --> love
157 0.0  VB --> bite
156 0.0  VB --> close
147 0.0  VB --> swim
141 0.0  VB --> dance
136 0.0  VB --> hang
136 0.0  VB --> live
135 0.0  VB --> pretend
134 0.0  VB --> fly
133 0.0  VB --> taste
131 0.0  VB --> knock
131 0.0  VB --> spell
127 0.0  VB --> roll
121 0.0  VB --> be
120 0.0  VB --> stick
116 0.0  VB --> listen
115 0.0  VB --> chew
114 0.0  VB --> learn
113 0.0  VB --> guess
110 0.0  VB --> drop
109 0.0  VB --> catch
108 0.0  VB --> count
106 0.0  VB --> hit
103 0.0  VB --> spill
102 0.0  VB --> dress
101 0.0  VB --> color
97 0.0  VB --> drive
97 0.0  VB --> hide
93 0.0  VB --> carry
93 0.0  VB --> change
91 0.0  VB --> sound
87 0.0  VB --> clean
86 0.0  VB --> climb
83 0.0  VB --> hop
81 0.0  VB --> rain
81 0.0  VB --> shake
80 0.0  VB --> wipe
77 0.0  VB --> kiss
77 0.0  VB --> visit
76 0.0  VB --> hurry
75 0.0  VB --> str
75 0.0  VB --> tie
74 0.0  VB --> belong
73 0.0  VB --> forget
72 0.0  VB --> interest
71 0.0  VB --> bang
71 0.0  VB --> pour
69 0.0  VB --> cover
69 0.0  VB --> paint
66 0.0  VB --> scar
65 0.0  VB --> lie
63 0.0  VB --> wonder
61 0.0  VB --> grow
61 0.0  VB --> mix
61 0.0  VB --> singe
60 0.0  VB --> bet
59 0.0  VB --> wake
57 0.0  VB --> check
57 0.0  VB --> spank
56 0.0  VB --> hug
56 0.0  VB --> understand
55 0.0  VB --> dry
55 0.0  VB --> reach
54 0.0  VB --> excuse
53 0.0  VB --> brush
53 0.0  VB --> laugh
51 0.0  VB --> lose
51 0.0  VB --> pop
51 0.0  VB --> tear
50 0.0  VB --> step
49 0.0  VB --> mind
48 0.0  VB --> pat
48 0.0  VB --> share
46 0.0  VB --> excit
46 0.0  VB --> fold
46 0.0  VB --> save
46 0.0  VB --> shut
45 0.0  VB --> name
45 0.0  VB --> smell
44 0.0  VB --> bend
44 0.0  VB --> burn
44 0.0  VB --> comb
44 0.0  VB --> scare
43 0.0  VB --> crawl
43 0.0  VB --> fight
43 0.0  VB --> tickle
42 0.0  VB --> lay
42 0.0  VB --> lick
42 0.0  VB --> seem
41 0.0  VB --> bless
41 0.0  VB --> clap
40 0.0  VB --> bump
40 0.0  VB --> chase
40 0.0  VB --> shave
40 0.0  VB --> yell
39 0.0  VB --> tease
39 0.0  VB --> wrap
38 0.0  VB --> set
37 0.0  VB --> rip
37 0.0  VB --> squeeze
36 0.0  VB --> slide
36 0.0  VB --> swing
36 0.0  VB --> teach
35 0.0  VB --> shoot
34 0.0  VB --> lift
34 0.0  VB --> send
33 0.0  VB --> crack
33 0.0  VB --> liv
33 0.0  VB --> swimm
32 0.0  VB --> rock
31 0.0  VB --> grab
31 0.0  VB --> please
31 0.0  VB --> punch
31 0.0  VB --> squeak
30 0.0  VB --> kick
30 0.0  VB --> melt
30 0.0  VB --> untie
29 0.0  VB --> bounce
29 0.0  VB --> dump
29 0.0  VB --> figure
29 0.0  VB --> fill
29 0.0  VB --> scratch
28 0.0  VB --> believe
28 0.0  VB --> bother
28 0.0  VB --> care
28 0.0  VB --> fish
28 0.0  VB --> smoke
27 0.0  VB --> dream
27 0.0  VB --> fool
27 0.0  VB --> meet
27 0.0  VB --> swinge
27 0.0  VB --> win
26 0.0  VB --> cross
26 0.0  VB --> peek
26 0.0  VB --> press
26 0.0  VB --> spit
25 0.0  VB --> hammer
25 0.0  VB --> hope
25 0.0  VB --> park
25 0.0  VB --> smile
25 0.0  VB --> snap
25 0.0  VB --> spin
24 0.0  VB --> sew
24 0.0  VB --> shav
24 0.0  VB --> worry
23 0.0  VB --> attach
23 0.0  VB --> die
23 0.0  VB --> kill
23 0.0  VB --> marry
22 0.0  VB --> darl
22 0.0  VB --> mash
22 0.0  VB --> record
21 0.0  VB --> camp
21 0.0  VB --> dig
21 0.0  VB --> kid
21 0.0  VB --> pay
21 0.0  VB --> screw
21 0.0  VB --> scribble
21 0.0  VB --> shop
20 0.0  VB --> answer
20 0.0  VB --> cool
20 0.0  VB --> crook
20 0.0  VB --> disappear
20 0.0  VB --> match
20 0.0  VB --> ring
20 0.0  VB --> splash
20 0.0  VB --> stock
19 0.0  VB --> danc
19 0.0  VB --> gett
19 0.0  VB --> has
19 0.0  VB --> lock
19 0.0  VB --> squish
18 0.0  VB --> hook
18 0.0  VB --> notice
18 0.0  VB --> peel
18 0.0  VB --> wind
18 0.0  VB --> writ
17 0.0  VB --> erase
17 0.0  VB --> ic
17 0.0  VB --> slip
17 0.0  VB --> surpris
16 0.0  VB --> beginn
16 0.0  VB --> decide
16 0.0  VB --> mess
16 0.0  VB --> suppose
16 0.0  VB --> tire
16 0.0  VB --> twist
16 0.0  VB --> wish
15 0.0  VB --> beat
15 0.0  VB --> choke
15 0.0  VB --> did
15 0.0  VB --> rake
15 0.0  VB --> recognize
15 0.0  VB --> scream
15 0.0  VB --> straighten
15 0.0  VB --> swallow
15 0.0  VB --> tape
15 0.0  VB --> test
14 0.0  VB --> bob
14 0.0  VB --> lean
14 0.0  VB --> lookit
14 0.0  VB --> point
14 0.0  VB --> sell
14 0.0  VB --> serve
14 0.0  VB --> speak
14 0.0  VB --> unscrew
14 0.0  VB --> warm
13 0.0  VB --> act
13 0.0  VB --> bake
13 0.0  VB --> confus
13 0.0  VB --> drip
13 0.0  VB --> frighten
13 0.0  VB --> invite
13 0.0  VB --> iron
13 0.0  VB --> rub
13 0.0  VB --> ruin
13 0.0  VB --> snow
13 0.0  VB --> spend
12 0.0  VB --> add
12 0.0  VB --> balance
12 0.0  VB --> bath
12 0.0  VB --> begin
12 0.0  VB --> blame
12 0.0  VB --> bleed
12 0.0  VB --> does
12 0.0  VB --> end
12 0.0  VB --> light
12 0.0  VB --> pack
12 0.0  VB --> plant
12 0.0  VB --> pudd
12 0.0  VB --> rinse
12 0.0  VB --> ski
12 0.0  VB --> stretch
12 0.0  VB --> tip
12 0.0  VB --> undress
12 0.0  VB --> wave
11 0.0  VB --> borrow
11 0.0  VB --> bury
11 0.0  VB --> button
11 0.0  VB --> chop
11 0.0  VB --> cough
11 0.0  VB --> crash
11 0.0  VB --> juggle
11 0.0  VB --> measure
11 0.0  VB --> pass
11 0.0  VB --> poke
11 0.0  VB --> practice
11 0.0  VB --> remind
11 0.0  VB --> scramble
11 0.0  VB --> unbutton
11 0.0  VB --> wet
10 0.0  VB --> bowl
10 0.0  VB --> chirp
10 0.0  VB --> follow
10 0.0  VB --> frost
10 0.0  VB --> hand
10 0.0  VB --> handle
10 0.0  VB --> pinch
10 0.0  VB --> prepare
10 0.0  VB --> shampoo
10 0.0  VB --> shovel
10 0.0  VB --> shrink
10 0.0  VB --> stir
10 0.0  VB --> trip
10 0.0  VB --> yawn
9 0.0  VB --> allow
9 0.0  VB --> calm
9 0.0  VB --> clos
9 0.0  VB --> cuddle
9 0.0  VB --> done
9 0.0  VB --> earr
9 0.0  VB --> enjoy
9 0.0  VB --> freeze
9 0.0  VB --> glue
9 0.0  VB --> had
9 0.0  VB --> offer
9 0.0  VB --> pin
9 0.0  VB --> relate
9 0.0  VB --> spray
9 0.0  VB --> type
9 0.0  VB --> waste
9 0.0  VB --> zip
9 0.0  VB --> zipper
8 0.0  VB --> become
8 0.0  VB --> boil
8 0.0  VB --> cheat
8 0.0  VB --> crowd
8 0.0  VB --> curl
8 0.0  VB --> dunk
8 0.0  VB --> expect
8 0.0  VB --> hate
8 0.0  VB --> land
8 0.0  VB --> last
8 0.0  VB --> mail
8 0.0  VB --> murder
8 0.0  VB --> nak
8 0.0  VB --> promise
8 0.0  VB --> rac
8 0.0  VB --> roar
8 0.0  VB --> rush
8 0.0  VB --> shape
8 0.0  VB --> sort
8 0.0  VB --> study
8 0.0  VB --> stuff
8 0.0  VB --> surprise
8 0.0  VB --> whine
8 0.0  VB --> wiggle
7 0.0  VB --> amaz
7 0.0  VB --> back
7 0.0  VB --> buckle
7 0.0  VB --> burp
7 0.0  VB --> c'm
7 0.0  VB --> choose
7 0.0  VB --> din
7 0.0  VB --> even
7 0.0  VB --> hopp
7 0.0  VB --> ice
7 0.0  VB --> march
7 0.0  VB --> marri
7 0.0  VB --> meow
7 0.0  VB --> owe
7 0.0  VB --> print
7 0.0  VB --> rescue
7 0.0  VB --> sail
7 0.0  VB --> sign
7 0.0  VB --> slow
7 0.0  VB --> sneeze
7 0.0  VB --> sock
7 0.0  VB --> spoil
7 0.0  VB --> suck
7 0.0  VB --> sweep
7 0.0  VB --> treat
7 0.0  VB --> trick
7 0.0  VB --> us
7 0.0  VB --> whisper
7 0.0  VB --> wick
6 0.0  VB --> bark
6 0.0  VB --> clapp
6 0.0  VB --> clear
6 0.0  VB --> cost
6 0.0  VB --> dare
6 0.0  VB --> drill
6 0.0  VB --> examine
6 0.0  VB --> explain
6 0.0  VB --> flash
6 0.0  VB --> float
6 0.0  VB --> fry
6 0.0  VB --> hoe
6 0.0  VB --> imagine
6 0.0  VB --> mark
6 0.0  VB --> plug
6 0.0  VB --> rattle
6 0.0  VB --> row
6 0.0  VB --> se
6 0.0  VB --> shopp
6 0.0  VB --> skip
6 0.0  VB --> soak
6 0.0  VB --> stink
6 0.0  VB --> twirl
6 0.0  VB --> water
6 0.0  VB --> wedd
5 0.0  VB --> 've
5 0.0  VB --> bak
5 0.0  VB --> blink
5 0.0  VB --> click
5 0.0  VB --> confuse
5 0.0  VB --> connect
5 0.0  VB --> decorate
5 0.0  VB --> dial
5 0.0  VB --> disgust
5 0.0  VB --> dripp
5 0.0  VB --> drown
5 0.0  VB --> drum
5 0.0  VB --> fake
5 0.0  VB --> fasten
5 0.0  VB --> frustrat
5 0.0  VB --> growl
5 0.0  VB --> hid
5 0.0  VB --> housekeep
5 0.0  VB --> knit
5 0.0  VB --> manage
5 0.0  VB --> matter
5 0.0  VB --> order
5 0.0  VB --> pet
5 0.0  VB --> protect
5 0.0  VB --> relax
5 0.0  VB --> seek
5 0.0  VB --> settle
5 0.0  VB --> sneak
5 0.0  VB --> stare
5 0.0  VB --> steal
5 0.0  VB --> thanksgiv
5 0.0  VB --> thanksgive
5 0.0  VB --> trace
5 0.0  VB --> trade
5 0.0  VB --> tumble
5 0.0  VB --> wan
5 0.0  VB --> wreck
4 0.0  VB --> appreciate
4 0.0  VB --> been
4 0.0  VB --> behave
4 0.0  VB --> bit
4 0.0  VB --> bor
4 0.0  VB --> bow
4 0.0  VB --> breath
4 0.0  VB --> collect
4 0.0  VB --> compare
4 0.0  VB --> complicat
4 0.0  VB --> concentrate
4 0.0  VB --> copy
4 0.0  VB --> determin
4 0.0  VB --> dip
4 0.0  VB --> drool
4 0.0  VB --> empty
4 0.0  VB --> entertain
4 0.0  VB --> exhaust
4 0.0  VB --> gallop
4 0.0  VB --> goof
4 0.0  VB --> grind
4 0.0  VB --> interrupt
4 0.0  VB --> introduce
4 0.0  VB --> lend
4 0.0  VB --> load
4 0.0  VB --> mop
4 0.0  VB --> nibble
4 0.0  VB --> oyster
4 0.0  VB --> pardon
4 0.0  VB --> pee
4 0.0  VB --> picture
4 0.0  VB --> realize
4 0.0  VB --> require
4 0.0  VB --> rewind
4 0.0  VB --> runn
4 0.0  VB --> scoot
4 0.0  VB --> sharpen
4 0.0  VB --> shine
4 0.0  VB --> slap
4 0.0  VB --> smack
4 0.0  VB --> spitt
4 0.0  VB --> spread
